protein,query,helper,smiles,affinity
B1AR,3ZPQ,CHEMBL442225,C[C@H](Cc1c[nH]c2c(cccc12)S(=O)(=O)C)NC[C@H](O)c3cccc(NS(=O)(=O)c4cccc(N)c4)c3,34.0
B1AR,3ZPQ,CHEMBL361505,COc1cccc2c(C[C@@H](C)NC[C@H](O)c3cccc(NS(=O)(=O)c4cccs4)c3)c[nH]c12,43.0
B1AR,3ZPQ,CHEMBL184407,C[C@H](Cc1c[nH]c2c(OS(=O)(=O)C)cccc12)NC[C@H](O)c3cccc(NS(=O)(=O)c4cccs4)c3,66.0
B1AR,3ZPQ,CHEMBL2335158,Clc1cc(Cl)cc(c1)N2CCNCC2,85.11
B1AR,3ZPQ,CHEMBL186247,CS(=O)(=O)c1cccc2c(CCNC[C@H](O)c3cccc(NS(=O)(=O)c4cccc(N)c4)c3)c[nH]c12,89.0
B1AR,3ZPQ,CHEMBL1095777,CCc1cc2CC(Cc2cc1CC)NC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34,91.0
B1AR,3ZPQ,CHEMBL1424807,Clc1cccc(N2CCNCC2)c1Cl,107.15
B1AR,3ZPQ,CHEMBL185836,C[C@H](Cc1c[nH]c2ccccc12)NC[C@H](O)c3cccc(NS(=O)(=O)c4cccs4)c3,110.0
B1AR,3ZPQ,CHEMBL2088202,CCC1=C(CC)CC2=C(CC(C2)NC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34)C1,133.0
B1AR,3ZPQ,CHEMBL2088197,CCc1cc2CC(Cc2cc1CC)NC[C@H](O)c3ccc(O)c4NC(=O)CCc34,183.0
B1AR,3ZPQ,CHEMBL2335159,Clc1ccc(cc1Cl)N2CCNCC2,213.8
B1AR,3ZPQ,CHEMBL1559535,Cc1cc(nc2ccccc12)N3CCNCC3,220.0
B1AR,3ZPQ,CHEMBL2335164,C1CN(CCN1)c2ccc3cccc(c4cccs4)c3n2,251.19
B1AR,3ZPQ,CHEMBL199824,[11CH3]Oc1ccc2cccc(N3CCN(CCCCN4N=CC(=O)N(C)C4=O)CC3)c2c1,475.8
B1AR,3ZPQ,CHEMBL2335161,Cc1cccc(N2CCNCC2)c1C,537.03
B1AR,3ZPQ,CHEMBL2335160,Cc1ccc(cc1C)N2CCNCC2,741.31
B1AR,3ZPR,CHEMBL2088201,CCc1cc2CC(C)(Cc2cc1CC)NC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34,1.9
B1AR,3ZPR,CHEMBL177442,CN(C)C(=N)NC1=NC(=O)\C(=C\c2ccc(cc2)N3CCC(CC3)NC[C@H](O)COc4cccc5[nH]c(O)nc45)\S1,3.8
B1AR,3ZPR,CHEMBL1201237,CC(C)(C)NC[C@H](O)COc1cccc2C(=O)CCCc12,3.985
B1AR,3ZPR,CHEMBL1221635,O[C@@H](CN[C@H]1CCCc2ccccc12)c3ccc(O)c4NC(=O)Sc34,58.2
B1AR,3ZPR,CHEMBL200234,C1CN(CCN1)c2cccc3[nH]ccc23,67.61
B1AR,3ZPR,CHEMBL2335158,Clc1cc(Cl)cc(c1)N2CCNCC2,85.11
B1AR,3ZPR,CHEMBL1095777,CCc1cc2CC(Cc2cc1CC)NC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34,91.0
B1AR,3ZPR,CHEMBL1424807,Clc1cccc(N2CCNCC2)c1Cl,107.15
B1AR,3ZPR,CHEMBL1221634,O[C@@H](CN[C@@H]1CCCc2ccccc12)c3ccc(O)c4NC(=O)Sc34,112.0
B1AR,3ZPR,CHEMBL2088202,CCC1=C(CC)CC2=C(CC(C2)NC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34)C1,133.0
B1AR,3ZPR,CHEMBL2088197,CCc1cc2CC(Cc2cc1CC)NC[C@H](O)c3ccc(O)c4NC(=O)CCc34,183.0
B1AR,3ZPR,CHEMBL2335166,CSc1nc(N2CCNCC2)c3sc4CCCCc4c3n1,199.53
B1AR,3ZPR,CHEMBL2335159,Clc1ccc(cc1Cl)N2CCNCC2,213.8
B1AR,3ZPR,CHEMBL2335164,C1CN(CCN1)c2ccc3cccc(c4cccs4)c3n2,251.19
B1AR,3ZPR,CHEMBL157138,CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,323.0
B1AR,3ZPR,CHEMBL2088200,Cc1c(C)c(C)c2CC(Cc2c1C)NC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34,421.0
B1AR,3ZPR,CHEMBL199824,[11CH3]Oc1ccc2cccc(N3CCN(CCCCN4N=CC(=O)N(C)C4=O)CC3)c2c1,475.8
B1AR,3ZPR,CHEMBL2088198,CCc1cc2CC(Cc2cc1CC)NCCc3ccc(O)c4NC(=O)C=Cc34,478.0
B1AR,3ZPR,CHEMBL2335161,Cc1cccc(N2CCNCC2)c1C,537.03
B1AR,3ZPR,CHEMBL2335160,Cc1ccc(cc1C)N2CCNCC2,741.31
B1AR,4AMI,CHEMBL2012522,CC(C)(Cc1ccc(Oc2ccc(cn2)C(=O)N)cc1)NC[C@H](O)COc3cccc4[nH]c5ccccc5c34.OC(=O)CCC(=O)O,0.023
B1AR,4AMI,CHEMBL36060,CC(C)(C)NC[C@H](O)COc1cccc2[nH]c(O)nc12,0.25
B1AR,4AMI,CHEMBL117405,CC(C)NC[C@H](O)COc1cccc2[nH]ccc12,0.434
B1AR,4AMI,CHEMBL452861,CC(C)NC[C@H](O)COc1cccc2ccccc12,1.102
B1AR,4AMI,CHEMBL499,CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2,1.503
B1AR,4AMI,CHEMBL393648,O[C@@H](CNC1CCCCC1)COc2cccc3[nH]ccc23,2.37
B1AR,4AMI,CHEMBL177442,CN(C)C(=N)NC1=NC(=O)\C(=C\c2ccc(cc2)N3CCC(CC3)NC[C@H](O)COc4cccc5[nH]c(O)nc45)\S1,3.8
B1AR,4AMI,CHEMBL1201237,CC(C)(C)NC[C@H](O)COc1cccc2C(=O)CCCc12,3.985
B1AR,4AMI,CHEMBL3323670,CCCCOc1cccc(CCNC[C@H](O)c2ccc(O)c3NC(=O)Sc23)c1,4.3
B1AR,4AMI,CHEMBL3323669,CCCCOc1ccc(CCNC[C@H](O)c2ccc(O)c3NC(=O)Sc23)cc1,13.0
B1AR,4AMI,CHEMBL387852,CCOC(=O)COc1ccc(C[C@@H](C)NC[C@H](O)c2onc(Br)c2)cc1,23.2
B1AR,4AMI,CHEMBL442225,C[C@H](Cc1c[nH]c2c(cccc12)S(=O)(=O)C)NC[C@H](O)c3cccc(NS(=O)(=O)c4cccc(N)c4)c3,34.0
B1AR,4AMI,CHEMBL361505,COc1cccc2c(C[C@@H](C)NC[C@H](O)c3cccc(NS(=O)(=O)c4cccs4)c3)c[nH]c12,43.0
B1AR,4AMI,CHEMBL184407,C[C@H](Cc1c[nH]c2c(OS(=O)(=O)C)cccc12)NC[C@H](O)c3cccc(NS(=O)(=O)c4cccs4)c3,66.0
B1AR,4AMI,CHEMBL186247,CS(=O)(=O)c1cccc2c(CCNC[C@H](O)c3cccc(NS(=O)(=O)c4cccc(N)c4)c3)c[nH]c12,89.0
B1AR,4AMI,CHEMBL185836,C[C@H](Cc1c[nH]c2ccccc12)NC[C@H](O)c3cccc(NS(=O)(=O)c4cccs4)c3,110.0
B1AR,4AMI,CHEMBL275742,CC(C)NC[C@@H](O)COc1cccc2ccccc12,214.0
B1AR,4AMI,CHEMBL188622,CS(=O)(=O)Oc1cccc2c(CCNC[C@H](O)c3cccc(NS(=O)(=O)c4cccs4)c3)c[nH]c12,230.0
B1AR,4AMI,CHEMBL188196,C[C@H](Cc1c[nH]c2c(OCC(=O)O)cccc12)NC[C@H](O)c3cccc(NS(=O)(=O)c4cccs4)c3,480.0
B1AR,4AMI,CHEMBL12998,CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2,570.0
B1AR,4AMJ,CHEMBL2012522,CC(C)(Cc1ccc(Oc2ccc(cn2)C(=O)N)cc1)NC[C@H](O)COc3cccc4[nH]c5ccccc5c34.OC(=O)CCC(=O)O,0.023
B1AR,4AMJ,CHEMBL36060,CC(C)(C)NC[C@H](O)COc1cccc2[nH]c(O)nc12,0.25
B1AR,4AMJ,CHEMBL117405,CC(C)NC[C@H](O)COc1cccc2[nH]ccc12,0.434
B1AR,4AMJ,CHEMBL452861,CC(C)NC[C@H](O)COc1cccc2ccccc12,1.102
B1AR,4AMJ,CHEMBL393648,O[C@@H](CNC1CCCCC1)COc2cccc3[nH]ccc23,2.37
B1AR,4AMJ,CHEMBL177442,CN(C)C(=N)NC1=NC(=O)\C(=C\c2ccc(cc2)N3CCC(CC3)NC[C@H](O)COc4cccc5[nH]c(O)nc45)\S1,3.8
B1AR,4AMJ,CHEMBL1201237,CC(C)(C)NC[C@H](O)COc1cccc2C(=O)CCCc12,3.985
B1AR,4AMJ,CHEMBL1221803,O[C@@H](CNCCOc1ccccc1)c2ccc(O)c3NC(=O)Sc23,17.8
B1AR,4AMJ,CHEMBL399785,CCc1nc(cs1)c2ccc(OCCNC[C@H](O)c3cccnc3)cc2,37.0
B1AR,4AMJ,CHEMBL250760,O[C@@H](CNCCOc1ccc(cc1)c2coc(COCc3ccccc3)n2)c4cccnc4,50.0
B1AR,4AMJ,CHEMBL399522,O[C@@H](CNCCOc1ccc(cc1)c2csc(n2)c3ccncc3)c4cccnc4,97.0
B1AR,4AMJ,CHEMBL251600,O[C@@H](CNCCOc1ccc(cc1)c2csc(n2)C(F)(F)F)c3cccnc3,100.0
B1AR,4AMJ,CHEMBL251599,Cc1nc(cs1)c2ccc(OCCNC[C@H](O)c3cccnc3)cc2,100.0
B1AR,4AMJ,CHEMBL250146,O[C@@H](CNCCOc1ccc(cc1)c2csc(n2)c3cccnc3)c4cccnc4,120.0
B1AR,4AMJ,CHEMBL400392,O[C@@H](CNCCOc1ccc(cc1)c2csc(n2)C3CCCC3)c4cccnc4,130.0
B1AR,4AMJ,CHEMBL251392,O[C@@H](CNCCOc1ccc(cc1)c2cscn2)c3cccnc3,140.0
B1AR,4AMJ,CHEMBL250144,O[C@@H](CNCCOc1ccc(cc1)c2csc(n2)c3ccccc3)c4cccnc4,150.0
B1AR,4AMJ,CHEMBL399440,Cc1ocnc1c2ccc(OCCNC[C@H](O)c3cccnc3)cc2,170.0
B1AR,4AMJ,CHEMBL275742,CC(C)NC[C@@H](O)COc1cccc2ccccc12,214.0
B1AR,4AMJ,CHEMBL12998,CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2,570.0
B1AR,5A8E,CHEMBL2012522,CC(C)(Cc1ccc(Oc2ccc(cn2)C(=O)N)cc1)NC[C@H](O)COc3cccc4[nH]c5ccccc5c34.OC(=O)CCC(=O)O,0.023
B1AR,5A8E,CHEMBL36060,CC(C)(C)NC[C@H](O)COc1cccc2[nH]c(O)nc12,0.25
B1AR,5A8E,CHEMBL117405,CC(C)NC[C@H](O)COc1cccc2[nH]ccc12,0.434
B1AR,5A8E,CHEMBL452861,CC(C)NC[C@H](O)COc1cccc2ccccc12,1.102
B1AR,5A8E,CHEMBL499,CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2,1.503
B1AR,5A8E,CHEMBL2088201,CCc1cc2CC(C)(Cc2cc1CC)NC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34,1.9
B1AR,5A8E,CHEMBL393648,O[C@@H](CNC1CCCCC1)COc2cccc3[nH]ccc23,2.37
B1AR,5A8E,CHEMBL177442,CN(C)C(=N)NC1=NC(=O)\C(=C\c2ccc(cc2)N3CCC(CC3)NC[C@H](O)COc4cccc5[nH]c(O)nc45)\S1,3.8
B1AR,5A8E,CHEMBL1201237,CC(C)(C)NC[C@H](O)COc1cccc2C(=O)CCCc12,3.985
B1AR,5A8E,CHEMBL3323670,CCCCOc1cccc(CCNC[C@H](O)c2ccc(O)c3NC(=O)Sc23)c1,4.3
B1AR,5A8E,CHEMBL3323669,CCCCOc1ccc(CCNC[C@H](O)c2ccc(O)c3NC(=O)Sc23)cc1,13.0
B1AR,5A8E,CHEMBL387852,CCOC(=O)COc1ccc(C[C@@H](C)NC[C@H](O)c2onc(Br)c2)cc1,23.2
B1AR,5A8E,CHEMBL387851,C[C@H](Cc1ccc(OCC(=O)O)cc1)NC[C@H](O)c2onc(Br)c2,61.1
B1AR,5A8E,CHEMBL226349,CCCCOc1ccc(C[C@@H](C)NC[C@H](O)c2onc(Br)c2)cc1,66.7
B1AR,5A8E,CHEMBL38486,COC(=O)COc1ccc(C[C@@H](C)NC[C@H](O)c2cccc(Cl)c2)cc1,170.0
B1AR,5A8E,CHEMBL275742,CC(C)NC[C@@H](O)COc1cccc2ccccc12,214.0
B1AR,5A8E,CHEMBL39596,C[C@H](Cc1ccc(OCC(=O)NO)cc1)NC[C@H](O)c2cccc(Cl)c2,310.0
B1AR,5A8E,CHEMBL188196,C[C@H](Cc1c[nH]c2c(OCC(=O)O)cccc12)NC[C@H](O)c3cccc(NS(=O)(=O)c4cccs4)c3,480.0
B1AR,5A8E,CHEMBL12998,CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2,570.0
B1AR,5A8E,CHEMBL38569,C[C@H](Cc1ccc(OCC(=O)N)cc1)NC[C@H](O)c2cccc(Cl)c2,590.0
B2AR,3D4S,CHEMBL2012522,CC(C)(Cc1ccc(Oc2ccc(cn2)C(=O)N)cc1)NC[C@H](O)COc3cccc4[nH]c5ccccc5c34.OC(=O)CCC(=O)O,0.012
B2AR,3D4S,CHEMBL3799125,COc1ccccc1OCCNC[C@H](O)COc2cccc3[nH]c4ccccc4c23,0.034
B2AR,3D4S,CHEMBL36060,CC(C)(C)NC[C@H](O)COc1cccc2[nH]c(O)nc12,0.1
B2AR,3D4S,CHEMBL452861,CC(C)NC[C@H](O)COc1cccc2ccccc12,0.244
B2AR,3D4S,CHEMBL1221590,CC(C)(Cc1ccccc1)NC[C@H](O)c2ccc(O)c3NC(=O)Sc23,0.4
B2AR,3D4S,CHEMBL1201237,CC(C)(C)NC[C@H](O)COc1cccc2C(=O)CCCc12,0.546
B2AR,3D4S,CHEMBL3798017,COc1ccccc1OCCNC[C@@H](O)COc2cccc3[nH]c4ccccc4c23,0.88
B2AR,3D4S,CHEMBL117405,CC(C)NC[C@H](O)COc1cccc2[nH]ccc12,1.08
B2AR,3D4S,CHEMBL1221543,CC(C)(C)CC(C)(C)NC[C@H](O)c1ccc(O)c2NC(=O)Sc12,1.9
B2AR,3D4S,CHEMBL387852,CCOC(=O)COc1ccc(C[C@@H](C)NC[C@H](O)c2onc(Br)c2)cc1,2.82
B2AR,3D4S,CHEMBL1094785,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)cc1,3.19
B2AR,3D4S,CHEMBL38486,COC(=O)COc1ccc(C[C@@H](C)NC[C@H](O)c2cccc(Cl)c2)cc1,3.2
B2AR,3D4S,CHEMBL388570,C[C@H](Cc1ccc(O)cc1)NC[C@H](O)c2cc(O)cc(O)c2,3.999
B2AR,3D4S,CHEMBL228992,COc1ccc(C[C@@H](C)NC[C@H](O)c2cc(O)cc(O)c2)cc1,4.09
B2AR,3D4S,CHEMBL1233771,CCOC(=O)c1oc2cccc(OC[C@@H](O)CNC(C)C)c2c1C,9.0
B2AR,3D4S,CHEMBL1800934,COc1ccc(C[C@H](C)NC[C@H](O)c2cc(O)cc(O)c2)c3ccccc13,12.7
B2AR,3D4S,CHEMBL1800963,COc1ccc(C[C@@H](C)NC[C@H](O)c2cc(O)cc(O)c2)c3ccccc13,13.3
B2AR,3D4S,CHEMBL387851,C[C@H](Cc1ccc(OCC(=O)O)cc1)NC[C@H](O)c2onc(Br)c2,13.9
B2AR,3D4S,CHEMBL275742,CC(C)NC[C@@H](O)COc1cccc2ccccc12,52.0
B2AR,3D4S,CHEMBL12998,CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2,160.0
B2AR,3NY8,CHEMBL2012522,CC(C)(Cc1ccc(Oc2ccc(cn2)C(=O)N)cc1)NC[C@H](O)COc3cccc4[nH]c5ccccc5c34.OC(=O)CCC(=O)O,0.012
B2AR,3NY8,CHEMBL3799125,COc1ccccc1OCCNC[C@H](O)COc2cccc3[nH]c4ccccc4c23,0.034
B2AR,3NY8,CHEMBL36060,CC(C)(C)NC[C@H](O)COc1cccc2[nH]c(O)nc12,0.1
B2AR,3NY8,CHEMBL452861,CC(C)NC[C@H](O)COc1cccc2ccccc12,0.244
B2AR,3NY8,CHEMBL3798748,COc1cc(CCNC[C@H](O)c2ccc(O)c3NC(=O)COc23)ccc1OCCCc4ccccc4,0.25
B2AR,3NY8,CHEMBL1201237,CC(C)(C)NC[C@H](O)COc1cccc2C(=O)CCCc12,0.546
B2AR,3NY8,CHEMBL3798017,COc1ccccc1OCCNC[C@@H](O)COc2cccc3[nH]c4ccccc4c23,0.88
B2AR,3NY8,CHEMBL117405,CC(C)NC[C@H](O)COc1cccc2[nH]ccc12,1.08
B2AR,3NY8,CHEMBL393648,O[C@@H](CNC1CCCCC1)COc2cccc3[nH]ccc23,3.75
B2AR,3NY8,CHEMBL3323669,CCCCOc1ccc(CCNC[C@H](O)c2ccc(O)c3NC(=O)Sc23)cc1,3.9
B2AR,3NY8,CHEMBL177442,CN(C)C(=N)NC1=NC(=O)\C(=C\c2ccc(cc2)N3CCC(CC3)NC[C@H](O)COc4cccc5[nH]c(O)nc45)\S1,7.2
B2AR,3NY8,CHEMBL1233771,CCOC(=O)c1oc2cccc(OC[C@@H](O)CNC(C)C)c2c1C,9.0
B2AR,3NY8,CHEMBL185052,O[C@@H](CNCCc1ccc(OCCCCc2ccccc2)cc1)c3ccc(O)c(NC=O)c3,9.2
B2AR,3NY8,CHEMBL226349,CCCCOc1ccc(C[C@@H](C)NC[C@H](O)c2onc(Br)c2)cc1,15.5
B2AR,3NY8,CHEMBL275742,CC(C)NC[C@@H](O)COc1cccc2ccccc12,52.0
B2AR,3NY8,CHEMBL12998,CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2,160.0
B2AR,3NY8,CHEMBL188196,C[C@H](Cc1c[nH]c2c(OCC(=O)O)cccc12)NC[C@H](O)c3cccc(NS(=O)(=O)c4cccs4)c3,160.0
B2AR,3NY8,CHEMBL3323664,CCOc1cccc(c1)[C@H]2CCC[C@H]2NC[C@H](O)c3ccc(O)c4NC(=O)Sc34,266.0
B2AR,3NY8,CHEMBL225775,CCCCOc1ccc(C[C@@H](C)NC[C@@H](O)c2onc(Br)c2)cc1,458.0
B2AR,3NY8,CHEMBL180700,O=C1COc2ccc(OCCNCCCOc3cccc4[nH]ccc34)cc2N1,1000.0
B2AR,3NY9,CHEMBL2012522,CC(C)(Cc1ccc(Oc2ccc(cn2)C(=O)N)cc1)NC[C@H](O)COc3cccc4[nH]c5ccccc5c34.OC(=O)CCC(=O)O,0.012
B2AR,3NY9,CHEMBL3799125,COc1ccccc1OCCNC[C@H](O)COc2cccc3[nH]c4ccccc4c23,0.034
B2AR,3NY9,CHEMBL36060,CC(C)(C)NC[C@H](O)COc1cccc2[nH]c(O)nc12,0.1
B2AR,3NY9,CHEMBL452861,CC(C)NC[C@H](O)COc1cccc2ccccc12,0.244
B2AR,3NY9,CHEMBL3798748,COc1cc(CCNC[C@H](O)c2ccc(O)c3NC(=O)COc23)ccc1OCCCc4ccccc4,0.25
B2AR,3NY9,CHEMBL3800400,COc1cc(CCNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)ccc1OCCCc4ccccc4,0.48
B2AR,3NY9,CHEMBL1201237,CC(C)(C)NC[C@H](O)COc1cccc2C(=O)CCCc12,0.546
B2AR,3NY9,CHEMBL3798017,COc1ccccc1OCCNC[C@@H](O)COc2cccc3[nH]c4ccccc4c23,0.88
B2AR,3NY9,CHEMBL3298987,CC(C)(N)COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34)cc2)cc1c5ccccc5,1.0
B2AR,3NY9,CHEMBL117405,CC(C)NC[C@H](O)COc1cccc2[nH]ccc12,1.08
B2AR,3NY9,CHEMBL3323670,CCCCOc1cccc(CCNC[C@H](O)c2ccc(O)c3NC(=O)Sc23)c1,1.7
B2AR,3NY9,CHEMBL3800341,COc1cc(CCNCCc2ccc(O)c3NC(=O)COc23)ccc1OCCCc4ccccc4,2.8
B2AR,3NY9,CHEMBL387852,CCOC(=O)COc1ccc(C[C@@H](C)NC[C@H](O)c2onc(Br)c2)cc1,2.82
B2AR,3NY9,CHEMBL38486,COC(=O)COc1ccc(C[C@@H](C)NC[C@H](O)c2cccc(Cl)c2)cc1,3.2
B2AR,3NY9,CHEMBL393648,O[C@@H](CNC1CCCCC1)COc2cccc3[nH]ccc23,3.75
B2AR,3NY9,CHEMBL3298329,NCCCOc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34)cc2)cc1,5.012
B2AR,3NY9,CHEMBL177442,CN(C)C(=N)NC1=NC(=O)\C(=C\c2ccc(cc2)N3CCC(CC3)NC[C@H](O)COc4cccc5[nH]c(O)nc45)\S1,7.2
B2AR,3NY9,CHEMBL275742,CC(C)NC[C@@H](O)COc1cccc2ccccc12,52.0
B2AR,3NY9,CHEMBL12998,CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2,160.0
B2AR,3NY9,CHEMBL180700,O=C1COc2ccc(OCCNCCCOc3cccc4[nH]ccc34)cc2N1,1000.0
B2AR,3NYA,CHEMBL2012522,CC(C)(Cc1ccc(Oc2ccc(cn2)C(=O)N)cc1)NC[C@H](O)COc3cccc4[nH]c5ccccc5c34.OC(=O)CCC(=O)O,0.012
B2AR,3NYA,CHEMBL3799125,COc1ccccc1OCCNC[C@H](O)COc2cccc3[nH]c4ccccc4c23,0.034
B2AR,3NYA,CHEMBL36060,CC(C)(C)NC[C@H](O)COc1cccc2[nH]c(O)nc12,0.1
B2AR,3NYA,CHEMBL452861,CC(C)NC[C@H](O)COc1cccc2ccccc12,0.244
B2AR,3NYA,CHEMBL3798748,COc1cc(CCNC[C@H](O)c2ccc(O)c3NC(=O)COc23)ccc1OCCCc4ccccc4,0.25
B2AR,3NYA,CHEMBL3800400,COc1cc(CCNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)ccc1OCCCc4ccccc4,0.48
B2AR,3NYA,CHEMBL1201237,CC(C)(C)NC[C@H](O)COc1cccc2C(=O)CCCc12,0.546
B2AR,3NYA,CHEMBL3798017,COc1ccccc1OCCNC[C@@H](O)COc2cccc3[nH]c4ccccc4c23,0.88
B2AR,3NYA,CHEMBL3298987,CC(C)(N)COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34)cc2)cc1c5ccccc5,1.0
B2AR,3NYA,CHEMBL117405,CC(C)NC[C@H](O)COc1cccc2[nH]ccc12,1.08
B2AR,3NYA,CHEMBL3323670,CCCCOc1cccc(CCNC[C@H](O)c2ccc(O)c3NC(=O)Sc23)c1,1.7
B2AR,3NYA,CHEMBL3800341,COc1cc(CCNCCc2ccc(O)c3NC(=O)COc23)ccc1OCCCc4ccccc4,2.8
B2AR,3NYA,CHEMBL387852,CCOC(=O)COc1ccc(C[C@@H](C)NC[C@H](O)c2onc(Br)c2)cc1,2.82
B2AR,3NYA,CHEMBL393648,O[C@@H](CNC1CCCCC1)COc2cccc3[nH]ccc23,3.75
B2AR,3NYA,CHEMBL3298329,NCCCOc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34)cc2)cc1,5.012
B2AR,3NYA,CHEMBL177442,CN(C)C(=N)NC1=NC(=O)\C(=C\c2ccc(cc2)N3CCC(CC3)NC[C@H](O)COc4cccc5[nH]c(O)nc45)\S1,7.2
B2AR,3NYA,CHEMBL1233771,CCOC(=O)c1oc2cccc(OC[C@@H](O)CNC(C)C)c2c1C,9.0
B2AR,3NYA,CHEMBL275742,CC(C)NC[C@@H](O)COc1cccc2ccccc12,52.0
B2AR,3NYA,CHEMBL12998,CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2,160.0
B2AR,3NYA,CHEMBL180700,O=C1COc2ccc(OCCNCCCOc3cccc4[nH]ccc34)cc2N1,1000.0
B2AR,3P0G,CHEMBL3798748,COc1cc(CCNC[C@H](O)c2ccc(O)c3NC(=O)COc23)ccc1OCCCc4ccccc4,0.25
B2AR,3P0G,CHEMBL3800400,COc1cc(CCNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)ccc1OCCCc4ccccc4,0.48
B2AR,3P0G,CHEMBL3298987,CC(C)(N)COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34)cc2)cc1c5ccccc5,1.0
B2AR,3P0G,CHEMBL3298326,COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34)cc2)cc1c5ccc(CN)cc5,1.259
B2AR,3P0G,CHEMBL3298325,COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34)cc2)cc1c5cccc(CN)c5,1.585
B2AR,3P0G,CHEMBL3800341,COc1cc(CCNCCc2ccc(O)c3NC(=O)COc23)ccc1OCCCc4ccccc4,2.8
B2AR,3P0G,CHEMBL3298324,COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34)cc2)cc1c5ccccc5CN,3.162
B2AR,3P0G,CHEMBL1094785,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)cc1,3.19
B2AR,3P0G,CHEMBL3298329,NCCCOc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34)cc2)cc1,5.012
B2AR,3P0G,CHEMBL3298330,NCCCCOc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34)cc2)cc1,5.012
B2AR,3P0G,CHEMBL3298328,NCCOc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34)cc2)cc1,6.31
B2AR,3P0G,CHEMBL3298691,NCCOCCOc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34)cc2)cc1,6.31
B2AR,3P0G,CHEMBL3298986,CC(C)(N)COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34)cc2)cc1,6.31
B2AR,3P0G,CHEMBL3290999,COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34)cc2)cc1c5ccccc5,6.31
B2AR,3P0G,CHEMBL3298762,O[C@@H](CNCCc1ccc(Nc2ccc(OCCNC(=O)c3ccccc3)cc2)cc1)c4ccc(O)c5NC(=O)C=Cc45,10.0
B2AR,3P0G,CHEMBL3298897,O[C@@H](CNCCc1ccc(Nc2ccc(OCCN3CCNCC3)cc2)cc1)c4ccc(O)c5NC(=O)C=Cc45,10.0
B2AR,3P0G,CHEMBL3298327,CCOc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34)cc2)cc1,12.59
