protein,query,helper,smiles,affinity
5HT2B,5TVN,CHEMBL19215,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@H]3[C@H]1Cc4cn(C)c5cccc3c45,0.281
5HT2B,5TVN,CHEMBL1065,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3cn(C)c4cccc(C2=C1)c34,0.358
5HT2B,5TVN,CHEMBL2323581,COC(OC)[C@@H]1C[C@H]2[C@@H](Cc3cn(C)c4cccc2c34)N(C)C1,0.54
5HT2B,5TVN,CHEMBL1201356,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,0.8
5HT2B,5TVN,CHEMBL2323580,CN(C)CCCNC(=O)[C@@H]1C[C@H]2[C@@H](Cc3cn(C)c4cccc2c34)N(C)C1,0.97
5HT2B,5TVN,CHEMBL2323579,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3cn(C)c4cccc2c34)N(C)C1,1.0
5HT2B,5TVN,CHEMBL1201087,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(CC=C)C1,1.4
5HT2B,5TVN,CHEMBL14022,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1,2.2
5HT2B,5TVN,CHEMBL442,CN1C[C@@H](C=C2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,2.203
5HT2B,5TVN,CHEMBL119443,C[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,2.634
5HT2B,5TVN,CHEMBL157138,CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,3.242
5HT2B,5TVN,CHEMBL1255837,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@H]3[C@@H](Cc4c[nH]c5cccc3c45)N(C)C2)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C1=O.CS(=O)(=O)O,4.201
5HT2B,5TVN,CHEMBL1732,CN1C[C@@H](C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,4.33
5HT2B,5TVN,CHEMBL493,CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C,5.292
5HT2B,5TVN,CHEMBL1385840,CC(C)[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C,6.855
5HT2B,5TVN,CHEMBL2323578,CCNC(=O)N(CCCN1CCOCC1)C(=O)[C@@H]2C[C@H]3[C@@H](Cc4c[nH]c5cccc3c45)N(CC=C)C2,7.1
5HT2B,5TVN,CHEMBL1403281,CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C,8.217
5HT2B,5TVN,CHEMBL15245,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,47.0
5HT2B,5TVN,CHEMBL531,CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34,49.0
5HT2B,5TVN,CHEMBL3099899,COc1ccc(CNC(=O)c2cc(cnc2c3cccnc3)c4cc(Cl)cc(Cl)c4)cc1OC,662.0
5HT2B,6DRX,CHEMBL19215,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@H]3[C@H]1Cc4cn(C)c5cccc3c45,0.281
5HT2B,6DRX,CHEMBL1065,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3cn(C)c4cccc(C2=C1)c34,0.358
5HT2B,6DRX,CHEMBL2323581,COC(OC)[C@@H]1C[C@H]2[C@@H](Cc3cn(C)c4cccc2c34)N(C)C1,0.54
5HT2B,6DRX,CHEMBL1201356,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,0.8
5HT2B,6DRX,CHEMBL2323580,CN(C)CCCNC(=O)[C@@H]1C[C@H]2[C@@H](Cc3cn(C)c4cccc2c34)N(C)C1,0.97
5HT2B,6DRX,CHEMBL2323579,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3cn(C)c4cccc2c34)N(C)C1,1.0
5HT2B,6DRX,CHEMBL1201087,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(CC=C)C1,1.4
5HT2B,6DRX,CHEMBL14022,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1,2.2
5HT2B,6DRX,CHEMBL442,CN1C[C@@H](C=C2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,2.203
5HT2B,6DRX,CHEMBL119443,C[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,2.634
5HT2B,6DRX,CHEMBL157138,CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,3.242
5HT2B,6DRX,CHEMBL1255837,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@H]3[C@@H](Cc4c[nH]c5cccc3c45)N(C)C2)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C1=O.CS(=O)(=O)O,4.201
5HT2B,6DRX,CHEMBL1732,CN1C[C@@H](C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,4.33
5HT2B,6DRX,CHEMBL493,CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C,5.292
5HT2B,6DRX,CHEMBL1385840,CC(C)[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C,6.855
5HT2B,6DRX,CHEMBL2323578,CCNC(=O)N(CCCN1CCOCC1)C(=O)[C@@H]2C[C@H]3[C@@H](Cc4c[nH]c5cccc3c45)N(CC=C)C2,7.1
5HT2B,6DRX,CHEMBL1403281,CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C,8.217
5HT2B,6DRX,CHEMBL14652,COc1cc2CCN(C(=O)Nc3cncc(c3)c4ccccc4)c2cc1C(F)(F)F,25.12
5HT2B,6DRX,CHEMBL15245,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,47.0
5HT2B,6DRX,CHEMBL531,CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34,49.0
5HT2B,6DRY,CHEMBL19215,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@H]3[C@H]1Cc4cn(C)c5cccc3c45,0.281
5HT2B,6DRY,CHEMBL1065,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3cn(C)c4cccc(C2=C1)c34,0.358
5HT2B,6DRY,CHEMBL2323581,COC(OC)[C@@H]1C[C@H]2[C@@H](Cc3cn(C)c4cccc2c34)N(C)C1,0.54
5HT2B,6DRY,CHEMBL1201356,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,0.8
5HT2B,6DRY,CHEMBL2323580,CN(C)CCCNC(=O)[C@@H]1C[C@H]2[C@@H](Cc3cn(C)c4cccc2c34)N(C)C1,0.97
5HT2B,6DRY,CHEMBL2323579,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3cn(C)c4cccc2c34)N(C)C1,1.0
5HT2B,6DRY,CHEMBL1201087,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(CC=C)C1,1.4
5HT2B,6DRY,CHEMBL14022,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1,2.2
5HT2B,6DRY,CHEMBL442,CN1C[C@@H](C=C2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,2.203
5HT2B,6DRY,CHEMBL119443,C[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,2.634
5HT2B,6DRY,CHEMBL157138,CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,3.242
5HT2B,6DRY,CHEMBL1255837,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@H]3[C@@H](Cc4c[nH]c5cccc3c45)N(C)C2)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C1=O.CS(=O)(=O)O,4.201
5HT2B,6DRY,CHEMBL1732,CN1C[C@@H](C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,4.33
5HT2B,6DRY,CHEMBL493,CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C,5.292
5HT2B,6DRY,CHEMBL1385840,CC(C)[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C,6.855
5HT2B,6DRY,CHEMBL2323578,CCNC(=O)N(CCCN1CCOCC1)C(=O)[C@@H]2C[C@H]3[C@@H](Cc4c[nH]c5cccc3c45)N(CC=C)C2,7.1
5HT2B,6DRY,CHEMBL1403281,CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C,8.217
5HT2B,6DRY,CHEMBL15245,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,47.0
5HT2B,6DRY,CHEMBL531,CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34,49.0
5HT2B,6DRY,CHEMBL3099899,COc1ccc(CNC(=O)c2cc(cnc2c3cccnc3)c4cc(Cl)cc(Cl)c4)cc1OC,662.0
5HT2B,6DRZ,CHEMBL19215,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@H]3[C@H]1Cc4cn(C)c5cccc3c45,0.281
5HT2B,6DRZ,CHEMBL1065,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3cn(C)c4cccc(C2=C1)c34,0.358
5HT2B,6DRZ,CHEMBL2323581,COC(OC)[C@@H]1C[C@H]2[C@@H](Cc3cn(C)c4cccc2c34)N(C)C1,0.54
5HT2B,6DRZ,CHEMBL1201356,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,0.8
5HT2B,6DRZ,CHEMBL2323580,CN(C)CCCNC(=O)[C@@H]1C[C@H]2[C@@H](Cc3cn(C)c4cccc2c34)N(C)C1,0.97
5HT2B,6DRZ,CHEMBL2323579,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3cn(C)c4cccc2c34)N(C)C1,1.0
5HT2B,6DRZ,CHEMBL1201087,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(CC=C)C1,1.4
5HT2B,6DRZ,CHEMBL14022,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1,2.2
5HT2B,6DRZ,CHEMBL442,CN1C[C@@H](C=C2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,2.203
5HT2B,6DRZ,CHEMBL119443,C[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,2.634
5HT2B,6DRZ,CHEMBL157138,CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,3.242
5HT2B,6DRZ,CHEMBL1255837,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@H]3[C@@H](Cc4c[nH]c5cccc3c45)N(C)C2)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C1=O.CS(=O)(=O)O,4.201
5HT2B,6DRZ,CHEMBL1732,CN1C[C@@H](C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,4.33
5HT2B,6DRZ,CHEMBL493,CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C,5.292
5HT2B,6DRZ,CHEMBL1385840,CC(C)[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C,6.855
5HT2B,6DRZ,CHEMBL2323578,CCNC(=O)N(CCCN1CCOCC1)C(=O)[C@@H]2C[C@H]3[C@@H](Cc4c[nH]c5cccc3c45)N(CC=C)C2,7.1
5HT2B,6DRZ,CHEMBL1403281,CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C,8.217
5HT2B,6DRZ,CHEMBL15245,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,47.0
5HT2B,6DRZ,CHEMBL531,CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34,49.0
5HT2B,6DRZ,CHEMBL3099899,COc1ccc(CNC(=O)c2cc(cnc2c3cccnc3)c4cc(Cl)cc(Cl)c4)cc1OC,662.0
5HT2B,6DS0,CHEMBL19215,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@H]3[C@H]1Cc4cn(C)c5cccc3c45,0.281
5HT2B,6DS0,CHEMBL1065,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3cn(C)c4cccc(C2=C1)c34,0.358
5HT2B,6DS0,CHEMBL2323581,COC(OC)[C@@H]1C[C@H]2[C@@H](Cc3cn(C)c4cccc2c34)N(C)C1,0.54
5HT2B,6DS0,CHEMBL1201356,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,0.8
5HT2B,6DS0,CHEMBL2323580,CN(C)CCCNC(=O)[C@@H]1C[C@H]2[C@@H](Cc3cn(C)c4cccc2c34)N(C)C1,0.97
5HT2B,6DS0,CHEMBL2323579,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3cn(C)c4cccc2c34)N(C)C1,1.0
5HT2B,6DS0,CHEMBL1201087,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(CC=C)C1,1.4
5HT2B,6DS0,CHEMBL14022,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1,2.2
5HT2B,6DS0,CHEMBL442,CN1C[C@@H](C=C2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,2.203
5HT2B,6DS0,CHEMBL269974,Cc1ccc(cc1)c2nc(Cc3ccccc3)nc4CCNCCc24,2.5
5HT2B,6DS0,CHEMBL119443,C[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,2.634
5HT2B,6DS0,CHEMBL190699,C[C@@H]1CNC[C@H]2Cc3ccc(Cl)c(C)c3N12,3.2
5HT2B,6DS0,CHEMBL157138,CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,3.242
5HT2B,6DS0,CHEMBL1255837,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@H]3[C@@H](Cc4c[nH]c5cccc3c45)N(C)C2)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C1=O.CS(=O)(=O)O,4.201
5HT2B,6DS0,CHEMBL1732,CN1C[C@@H](C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,4.33
5HT2B,6DS0,CHEMBL493,CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C,5.292
5HT2B,6DS0,CHEMBL1385840,CC(C)[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C,6.855
5HT2B,6DS0,CHEMBL2323578,CCNC(=O)N(CCCN1CCOCC1)C(=O)[C@@H]2C[C@H]3[C@@H](Cc4c[nH]c5cccc3c45)N(CC=C)C2,7.1
5HT2B,6DS0,CHEMBL1403281,CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C,8.217
5HT2B,6DS0,CHEMBL187739,Cc1c(Cl)ccc2C[C@@H]3CNCCN3c12,10.0
AR,1E3G,CHEMBL27769,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,0.2
AR,1E3G,CHEMBL1170,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.25
AR,1E3G,CHEMBL1276308,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C,0.65
AR,1E3G,CHEMBL3765171,Cc1c(Cl)c(ccc1N[C@@H]2CCC[C@]2(C)O)C#N,0.68
AR,1E3G,CHEMBL3764185,Cc1c(Cl)c(ccc1N[C@@H]2CCC[C@@]2(C)O)C#N,2.03
AR,1E3G,CHEMBL717,C[C@H]1C[C@@H]2[C@H](CC[C@@]3(C)[C@H]2CC[C@]3(OC(=O)C)C(=O)C)[C@@]4(C)CCC(=O)C=C14,2.9
AR,1E3G,CHEMBL1445,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,5.7
AR,1E3G,CHEMBL3623114,C[C@]12C[C@H](O)[C@](C)(O1)[C@H]3[C@@H]2C(=O)N(C3=O)c4ccc(C#N)c(I)c4,8.0
AR,1E3G,CHEMBL391768,Cc1c(Cl)c(ccc1N2C(=O)[C@]3(C)[C@H](O)CCN3S2(=O)=O)C#N,8.2
AR,1E3G,CHEMBL103,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,8.5
AR,1E3G,CHEMBL364368,CN(C(=O)C)c1ccc(cc1)[C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@@H]4CCC5=CC(=O)CCC5=C24,8.9
AR,1E3G,CHEMBL3623116,CC(C)OC(=O)[C@@H]1C[C@@]2(C)O[C@]1(C)[C@H]3[C@@H]2C(=O)N(C3=O)c4ccc(C#N)c(c4)C(F)(F)F,23.0
AR,1E3G,CHEMBL1393,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13,39.4
AR,1E3G,CHEMBL3590187,CCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)CO,40.0
AR,1E3G,CHEMBL3623117,CN(C(=O)[C@@H]1C[C@@]2(C)O[C@]1(C)[C@H]3[C@@H]2C(=O)N(C3=O)c4ccc(C#N)c(c4)C(F)(F)F)c5ccccc5,50.0
AR,1E3G,CHEMBL82307,COc1ccc2c(CCC3=CC(=O)CC[C@]23Cc4ccccc4)c1,54.0
AR,1E3G,CHEMBL77779,Oc1ccc2c(CC[C@@H]3C[C@](O)(CC[C@@]23Cc4ccccc4)C#CCl)c1,130.0
AR,1E3G,CHEMBL78646,Oc1ccc2c(CCC3=CC(=O)CC[C@@]23Cc4ccccc4)c1,180.0
AR,1E3G,CHEMBL78625,CC#C[C@@]1(O)CC[C@]2(Cc3ccccc3)[C@H](CCc4cc(O)ccc24)C1,650.0
AR,1E3G,CHEMBL78807,COc1ccc2c(CCC3=CC(=O)CC[C@@]23Cc4ccccc4)c1,690.0
AR,1T5Z,CHEMBL1170,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.25
AR,1T5Z,CHEMBL166444,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C,0.4
AR,1T5Z,CHEMBL1276308,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C,0.65
AR,1T5Z,CHEMBL717,C[C@H]1C[C@@H]2[C@H](CC[C@@]3(C)[C@H]2CC[C@]3(OC(=O)C)C(=O)C)[C@@]4(C)CCC(=O)C=C14,2.9
AR,1T5Z,CHEMBL1445,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,5.7
AR,1T5Z,CHEMBL3623114,C[C@]12C[C@H](O)[C@](C)(O1)[C@H]3[C@@H]2C(=O)N(C3=O)c4ccc(C#N)c(I)c4,8.0
AR,1T5Z,CHEMBL391768,Cc1c(Cl)c(ccc1N2C(=O)[C@]3(C)[C@H](O)CCN3S2(=O)=O)C#N,8.2
AR,1T5Z,CHEMBL103,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,8.5
AR,1T5Z,CHEMBL364368,CN(C(=O)C)c1ccc(cc1)[C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@@H]4CCC5=CC(=O)CCC5=C24,8.9
AR,1T5Z,CHEMBL3765823,Cc1c(Cl)c(ccc1N[C@@H]2CCCC[C@@]2(C)O)C#N,16.9
AR,1T5Z,CHEMBL1393,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13,39.4
AR,1T5Z,CHEMBL3590187,CCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)CO,40.0
AR,1T5Z,CHEMBL82307,COc1ccc2c(CCC3=CC(=O)CC[C@]23Cc4ccccc4)c1,54.0
AR,1T5Z,CHEMBL163142,CN1[C@H]2[C@H](CCCC2(C)C)c3cc4C(=CC(=O)N(C)c4cc13)C(F)(F)F,59.0
AR,1T5Z,CHEMBL162368,CC1(C)CCC[C@H]2[C@@H]1Nc3cc4nc(O)cc(c4cc23)C(F)(F)F,79.0
AR,1T5Z,CHEMBL77779,Oc1ccc2c(CC[C@@H]3C[C@](O)(CC[C@@]23Cc4ccccc4)C#CCl)c1,130.0
AR,1T5Z,CHEMBL78646,Oc1ccc2c(CCC3=CC(=O)CC[C@@]23Cc4ccccc4)c1,180.0
AR,1T5Z,CHEMBL519450,Cc1cc(C)cc(c1)N(CC2CCCCC2)c3cc(C(=O)N4CCCC4)n(C)c3,490.0
AR,1T5Z,CHEMBL78625,CC#C[C@@]1(O)CC[C@]2(Cc3ccccc3)[C@H](CCc4cc(O)ccc24)C1,650.0
AR,1T5Z,CHEMBL78807,COc1ccc2c(CCC3=CC(=O)CC[C@@]23Cc4ccccc4)c1,690.0
AR,2AM9,CHEMBL27769,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,0.2
AR,2AM9,CHEMBL1170,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.25
AR,2AM9,CHEMBL166444,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C,0.4
AR,2AM9,CHEMBL1276308,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C,0.65
AR,2AM9,CHEMBL717,C[C@H]1C[C@@H]2[C@H](CC[C@@]3(C)[C@H]2CC[C@]3(OC(=O)C)C(=O)C)[C@@]4(C)CCC(=O)C=C14,2.9
AR,2AM9,CHEMBL1445,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,5.7
AR,2AM9,CHEMBL3623114,C[C@]12C[C@H](O)[C@](C)(O1)[C@H]3[C@@H]2C(=O)N(C3=O)c4ccc(C#N)c(I)c4,8.0
AR,2AM9,CHEMBL391768,Cc1c(Cl)c(ccc1N2C(=O)[C@]3(C)[C@H](O)CCN3S2(=O)=O)C#N,8.2
